provider,model,chunk_size,mode,reranker_model,k_retrieve,k_rerank,total_queries,avg_mrr_k_retrieve,avg_mrr_k_rerank,avg_mrr_reranked,mrr_improvement,mrr_improvement_pct,avg_recall_k_retrieve,avg_recall_k_rerank,avg_recall_reranked,recall_improvement,recall_improvement_pct,avg_precision_k_retrieve,avg_precision_k_rerank,avg_precision_reranked,precision_improvement,precision_improvement_pct,avg_f1_k_retrieve,avg_f1_k_rerank,avg_f1_reranked,f1_improvement,f1_improvement_pct
voyage,voyage-3-large,512,single,voyage-rerank-2.5,80,20,150,0.4382,0.4369,0.5871,0.15019999999999994,34.37857633325703,0.7316,0.7056,0.7282,0.022599999999999953,3.202947845804982,0.0408,0.0726,0.0849,0.012300000000000005,16.942148760330586,0.0741,0.127,0.1455,0.01849999999999999,14.566929133858258
voyage,voyage-3-large,1024,single,voyage-rerank-2.5,80,20,150,0.4605,0.4601,0.6018,0.1417,30.797652684199083,0.7189,0.7056,0.7189,0.013299999999999979,1.8849206349206318,0.0383,0.0706,0.0849,0.014300000000000007,20.254957507082164,0.07,0.1242,0.1454,0.021199999999999997,17.069243156199672
