provider,model,chunk_size,mode,reranker_model,k_retrieve,k_rerank,total_queries,avg_mrr_k_retrieve,avg_mrr_k_rerank,avg_mrr_reranked,mrr_improvement,mrr_improvement_pct,avg_recall_k_retrieve,avg_recall_k_rerank,avg_recall_reranked,recall_improvement,recall_improvement_pct,avg_precision_k_retrieve,avg_precision_k_rerank,avg_precision_reranked,precision_improvement,precision_improvement_pct,avg_f1_k_retrieve,avg_f1_k_rerank,avg_f1_reranked,f1_improvement,f1_improvement_pct
voyage,voyage-3-large,512,global,voyage-rerank-2.5,80,20,150,0.3808,0.3785,0.4996,0.12109999999999999,31.99471598414795,0.7136,0.6367,0.678,0.0413,6.486571383697188,0.0189,0.054,0.061,0.006999999999999999,12.962962962962962,0.0363,0.097,0.1083,0.01129999999999999,11.649484536082465
voyage,voyage-3-large,1024,global,voyage-rerank-2.5,80,20,150,0.4225,0.4206,0.5256,0.10499999999999998,24.964336661911553,0.7122,0.6522,0.6856,0.033399999999999985,5.121128488193803,0.0198,0.0567,0.0647,0.007999999999999993,14.109347442680765,0.0378,0.1016,0.1142,0.0126,12.401574803149607
